idPessoaQueSegue,idPessoaQueESeguida,dataInicioQueSegue,dataFimQueSegue,grauAmizade
184,446,05/09/2020,,0
444,73,20/05/2024,04/02/2025,1
117,406,05/10/2021,23/08/2022,
250,391,14/05/2025,,2
7,358,06/03/2021,,2
156,23,20/12/2024,30/12/2024,2
153,212,18/11/2024,29/07/2025,2
56,411,16/06/2022,,
231,49,11/06/2025,03/08/2025,1
16,406,22/08/2021,,2
6,8,12/09/2023,,1
276,477,18/07/2023,,0
89,441,21/10/2024,,0
243,355,19/09/2022,20/02/2023,
447,222,21/03/2024,,0
19,400,06/10/2020,,0
63,212,10/02/2022,,2
343,239,16/01/2020,13/06/2025,1
38,195,22/05/2022,,2
64,413,18/12/2020,20/08/2021,1
348,248,19/05/2020,30/05/2021,0
397,189,31/03/2021,02/06/2021,2
93,22,26/12/2024,16/08/2025,0
112,318,19/04/2025,,0
447,192,18/11/2020,,0
413,362,27/04/2021,,1
80,23,21/06/2022,,2
412,472,26/10/2022,,2
472,242,13/04/2023,,
430,83,28/01/2024,15/10/2025,1
33,349,02/09/2023,,0
190,217,19/01/2022,,2
358,119,17/03/2021,,2
379,19,17/03/2022,07/05/2023,
437,6,15/10/2023,10/02/2025,2
355,363,21/12/2024,,1
454,174,11/01/2022,,0
164,489,13/02/2020,,
103,300,09/10/2025,15/10/2025,0
120,455,25/08/2022,27/01/2024,
97,98,24/11/2020,,2
411,36,03/02/2020,,1
231,390,30/05/2022,,1
383,334,11/06/2024,28/08/2025,2
446,251,13/07/2023,,0
21,98,08/08/2023,18/01/2025,2
420,317,14/03/2022,04/03/2024,0
381,168,03/01/2021,26/06/2021,
383,331,18/06/2025,01/08/2025,
381,354,01/11/2024,,0
188,461,27/11/2023,,
265,383,12/12/2020,,
45,398,05/09/2020,18/09/2024,0
308,350,20/08/2021,,0
259,231,03/10/2020,,0
493,302,20/02/2022,26/02/2025,0
72,67,31/12/2023,22/07/2024,1
272,22,26/01/2024,,2
495,392,30/06/2022,06/04/2025,0
488,477,05/11/2024,,1
190,147,06/02/2023,,1
339,151,25/01/2021,12/01/2022,1
279,305,19/04/2021,,1
17,354,20/11/2023,,0
461,228,27/04/2023,28/06/2025,1
230,308,22/04/2022,25/03/2025,1
232,467,16/03/2023,,1
442,434,21/07/2025,,
73,22,01/12/2020,,
79,213,29/12/2021,,0
130,421,23/12/2021,,0
438,260,09/01/2023,11/08/2025,2
207,83,03/12/2024,,
465,387,21/08/2021,,1
180,281,02/03/2022,,1
58,290,04/03/2022,13/12/2022,
66,49,02/08/2023,,1
92,162,12/01/2022,,
331,40,15/02/2021,16/10/2024,2
156,459,06/03/2022,09/06/2024,0
280,456,24/05/2022,23/07/2024,1
493,34,14/05/2021,17/05/2023,
399,442,04/09/2023,29/02/2024,
215,348,09/12/2021,,0
289,55,03/11/2024,,
44,449,10/04/2022,,1
392,189,13/05/2020,,0
403,345,08/12/2024,,0
52,224,26/12/2024,,2
208,315,16/11/2021,,2
380,152,21/10/2023,,0
262,136,03/03/2025,,2
288,442,25/04/2023,,2
385,108,04/01/2022,,1
332,102,21/12/2022,,1
141,231,12/05/2023,,2
82,359,01/10/2025,,
82,320,07/10/2020,,2
101,135,09/01/2024,19/04/2024,
390,319,11/12/2021,,
76,430,21/04/2023,,
66,326,02/04/2021,,
173,46,31/01/2023,,2
168,261,10/11/2022,,2
172,495,29/04/2024,09/08/2024,2
187,201,12/09/2020,,
400,347,11/11/2023,,2
56,387,26/05/2022,,0
64,176,26/05/2020,,0
440,353,28/02/2020,,1
304,476,13/02/2025,,1
480,46,07/11/2020,,0
49,341,15/12/2021,19/12/2024,
167,205,22/01/2025,27/05/2025,2
168,316,20/02/2021,,
90,172,30/04/2024,,2
279,159,08/07/2024,13/05/2025,2
164,230,02/07/2021,,0
396,401,24/02/2025,05/06/2025,1
234,89,28/02/2021,,0
456,71,19/12/2023,,1
421,353,11/09/2023,,
100,337,31/12/2024,,
231,303,30/07/2025,,1
490,334,05/03/2024,,2
178,446,22/04/2022,04/11/2024,2
245,236,11/01/2025,,1
175,10,09/07/2021,25/07/2025,2
18,151,12/03/2024,10/06/2025,2
370,25,03/09/2025,,0
380,122,22/06/2022,,0
63,480,07/01/2022,,1
453,415,17/08/2024,27/05/2025,1
431,183,21/04/2022,09/04/2023,2
61,119,01/04/2024,,2
127,329,16/12/2023,,0
484,58,24/02/2023,,
187,101,24/05/2024,,2
354,462,21/09/2024,,2
479,451,24/04/2024,,2
95,113,21/06/2023,,0
437,71,06/08/2023,,1
307,147,08/01/2020,15/04/2024,0
300,15,21/03/2021,,0
456,21,08/01/2021,,2
44,359,16/01/2021,,1
136,500,08/11/2021,04/08/2023,
492,95,07/02/2023,,0
231,78,19/06/2024,,0
282,449,13/10/2021,,1
368,310,09/07/2020,24/02/2021,2
44,497,27/04/2024,,0
310,79,13/11/2024,31/12/2024,1
12,254,13/04/2025,06/05/2025,1
313,286,26/05/2022,,1
407,136,19/03/2020,,
45,239,15/08/2024,,0
485,151,20/04/2023,,1
478,318,01/06/2024,,2
38,206,12/04/2020,27/11/2021,
402,463,13/04/2024,,
188,345,01/02/2021,,0
217,303,09/02/2023,,2
120,421,04/11/2020,,
76,220,08/12/2020,,2
38,447,27/08/2023,,1
90,466,26/09/2023,,2
159,302,12/09/2025,08/10/2025,
217,47,30/08/2025,,
390,415,09/07/2021,,1
243,162,13/03/2022,18/01/2025,
402,282,08/08/2023,,1
370,457,23/08/2025,,2
214,498,10/08/2020,,0
292,42,10/04/2020,24/01/2025,1
366,141,13/08/2021,,1
96,349,22/03/2020,,0
474,454,19/01/2021,,0
239,325,21/01/2022,21/10/2024,2
210,246,13/06/2023,18/06/2025,2
145,495,25/11/2022,21/11/2023,
291,396,01/03/2021,,2
142,289,08/11/2023,,
438,395,01/03/2024,,
299,340,02/04/2024,,1
478,367,27/03/2022,,
308,389,29/05/2023,15/10/2023,0
337,420,04/10/2021,21/09/2024,0
384,280,01/01/2021,15/08/2022,1
482,429,08/06/2022,,2
487,63,18/09/2021,,1
248,411,19/03/2021,,1
72,255,01/08/2025,05/10/2025,
427,166,09/08/2023,22/01/2025,0
214,382,06/04/2024,,1
172,253,08/07/2023,,2
63,117,15/04/2020,,0
198,291,01/02/2023,,2
31,283,26/07/2024,,
50,346,25/09/2023,22/12/2023,0
291,322,03/02/2024,30/04/2024,2
354,412,16/04/2020,,2
442,254,05/03/2021,,1
234,142,27/04/2020,08/12/2020,1
326,235,28/05/2025,,
59,164,03/05/2022,,2
174,192,01/11/2024,,0
393,367,19/06/2020,,1
267,9,27/04/2020,,2
441,178,20/06/2021,30/03/2025,2
223,97,09/10/2024,14/12/2024,1
72,262,22/03/2021,11/04/2022,0
289,451,28/02/2023,,1
46,488,28/09/2020,,
45,324,16/03/2023,29/10/2023,1
123,447,22/06/2022,,2
385,42,21/05/2024,24/10/2024,1
236,449,28/01/2020,,2
426,78,18/02/2023,,0
497,371,06/04/2024,30/03/2025,
408,237,10/12/2021,,2
262,446,14/06/2021,,0
190,15,08/10/2021,,
473,198,14/04/2022,,0
435,187,22/04/2025,,
50,404,20/11/2021,,0
57,171,15/12/2023,,0
33,481,19/06/2022,,0
77,368,16/08/2023,,2
405,389,03/04/2022,,1
420,437,29/09/2025,,1
64,415,13/06/2023,,1
377,75,02/02/2021,18/11/2023,0
221,197,25/09/2022,,1
487,260,05/07/2022,,
187,425,19/07/2025,,0
479,487,28/02/2020,05/11/2021,1
436,43,14/11/2020,,0
153,252,21/10/2020,,1
109,499,04/08/2021,02/09/2024,2
96,211,08/04/2020,,1
171,192,26/03/2022,,0
48,212,06/06/2025,,0
33,102,06/04/2022,,0
237,260,09/09/2020,,0
215,366,23/12/2021,,0
328,57,11/10/2025,14/10/2025,1
402,250,14/10/2020,,1
116,292,08/01/2025,,0
325,215,03/12/2023,,1
238,498,21/07/2025,,0
369,294,27/11/2021,12/06/2024,2
110,239,25/10/2020,25/01/2025,1
192,50,08/10/2020,,2
2,265,27/03/2024,10/06/2024,1
222,100,11/07/2023,,2
378,159,21/10/2021,,0
252,445,19/01/2025,,1
86,491,22/04/2022,,2
179,435,14/02/2024,06/12/2024,2
172,220,19/09/2023,,0
162,264,22/02/2021,,0
461,13,07/12/2024,,2
89,52,30/05/2021,02/03/2023,2
403,353,18/05/2022,,
453,90,23/10/2020,,2
247,277,31/12/2024,,1
169,406,01/01/2022,18/07/2022,
382,314,29/04/2023,23/01/2025,1
372,58,26/01/2020,18/03/2023,0
342,367,15/02/2025,,1
368,428,06/08/2021,,0
492,403,05/08/2021,16/04/2024,1
275,79,29/03/2021,,2
396,467,24/10/2022,14/11/2023,
174,225,07/06/2024,12/09/2024,0
303,153,09/04/2022,,0
361,108,14/04/2023,,0
354,330,16/02/2023,11/09/2025,0
80,137,28/06/2020,05/03/2024,1
66,207,30/09/2020,,
72,465,01/10/2025,,
193,129,08/01/2023,,2
19,500,12/07/2023,04/09/2024,0
269,379,23/02/2020,27/05/2025,0
490,213,18/01/2022,22/02/2023,0
13,424,12/08/2020,16/10/2021,
249,78,17/11/2024,29/01/2025,
296,337,08/09/2023,,1
111,261,03/10/2021,19/07/2025,1
124,169,29/05/2025,,2
194,179,29/10/2020,22/11/2020,1
319,252,24/03/2020,,2
370,228,22/01/2023,,2
336,420,08/09/2025,,2
226,191,22/11/2020,17/12/2023,
412,41,05/01/2024,,1
352,68,02/03/2024,17/08/2024,2
317,160,04/04/2021,,1
152,112,07/06/2025,,0
489,430,06/09/2025,,2
318,17,15/05/2023,,2
49,23,18/03/2021,,2
32,211,22/12/2021,,0
403,496,03/07/2025,,1
489,136,12/06/2020,20/01/2024,2
42,384,13/06/2022,05/05/2023,
430,353,24/01/2024,19/07/2024,2
487,384,10/03/2022,,
375,186,15/10/2025,,0
497,419,05/02/2021,,0
113,464,12/12/2020,27/10/2021,2
342,320,24/01/2020,15/05/2022,0
22,367,29/04/2024,30/11/2024,
409,197,04/07/2023,,0
489,41,19/05/2022,,1
371,228,07/09/2022,,0
385,82,04/05/2021,20/04/2022,
248,481,24/07/2020,,0
234,11,08/04/2020,07/08/2020,2
287,93,30/06/2023,04/03/2024,1
96,139,02/04/2022,,2
159,439,01/01/2024,25/12/2024,2
258,318,02/01/2022,,0
296,464,02/12/2024,,0
90,417,19/01/2021,,0
288,113,12/05/2020,12/07/2022,
293,157,23/12/2020,,0
456,486,22/11/2023,,2
151,45,05/05/2025,,0
21,209,08/01/2020,,1
253,373,27/05/2021,,2
265,393,06/05/2020,,1
201,481,29/07/2020,,0
266,376,19/05/2022,,2
372,117,06/04/2020,07/06/2024,2
305,408,02/08/2022,17/10/2023,
385,206,30/10/2024,,2
42,446,29/05/2024,,2
166,311,15/08/2024,,
286,338,09/11/2022,10/12/2024,0
135,326,26/02/2021,,1
59,130,10/12/2022,07/11/2023,0
229,51,24/03/2020,,0
166,62,08/09/2021,08/03/2023,2
261,48,22/06/2023,,1
153,117,19/06/2021,,2
496,96,03/09/2023,,2
499,448,09/02/2023,,1
212,139,22/06/2024,24/01/2025,0
282,283,22/12/2020,19/02/2021,
91,148,24/03/2023,,2
172,267,10/08/2024,,1
215,131,28/08/2022,,1
55,256,22/01/2024,,2
225,99,28/12/2022,02/07/2025,1
226,417,29/03/2020,,2
61,206,01/03/2021,10/09/2022,2
359,45,24/03/2025,29/07/2025,2
476,174,06/09/2022,,0
434,107,20/05/2023,,1
365,142,21/01/2020,,2
414,75,01/03/2025,,0
499,152,29/04/2024,,1
64,308,26/02/2022,,2
281,211,07/05/2025,,0
22,158,06/10/2025,,0
409,327,27/05/2022,17/09/2025,1
435,378,01/04/2025,,
356,328,26/08/2022,,2
16,225,27/01/2021,,
48,28,28/07/2021,07/04/2024,1
300,310,24/08/2025,27/08/2025,1
230,14,10/08/2025,23/08/2025,2
28,138,09/10/2023,,0
426,156,16/01/2022,,1
472,176,04/08/2022,,
125,42,01/04/2024,,0
402,188,16/06/2022,,
439,266,10/08/2023,,1
437,238,01/12/2024,,1
403,120,05/01/2020,,2
485,301,21/01/2020,,0
145,90,17/05/2021,,
269,96,02/01/2022,,
280,279,23/03/2023,,2
267,453,15/01/2025,,2
355,112,17/06/2024,,
366,342,02/06/2022,16/06/2022,0
288,438,13/10/2024,,1
42,405,03/05/2023,,2
436,283,06/01/2024,18/09/2025,
116,324,08/07/2020,,1
67,447,14/01/2020,,
144,360,16/01/2023,,2
237,77,28/03/2025,,
352,434,03/09/2022,15/05/2023,1
99,114,08/07/2025,,0
382,185,14/08/2025,,1
353,99,30/11/2022,01/02/2025,0
462,11,17/12/2021,,1
18,427,22/09/2021,20/07/2025,1
382,58,25/05/2024,10/09/2024,0
77,462,29/09/2020,,2
213,378,12/08/2025,12/09/2025,1
154,390,08/11/2024,,1
23,389,14/05/2024,,0
366,275,14/06/2021,,
257,72,29/03/2020,,1
490,364,15/02/2024,16/02/2024,
50,259,30/03/2022,15/08/2024,2
282,126,21/08/2022,29/12/2022,1
481,468,11/12/2023,,2
77,430,20/04/2022,,0
58,74,06/05/2023,,0
353,320,07/09/2022,17/04/2025,0
408,151,25/08/2021,,2
187,51,25/01/2023,,
311,200,25/07/2022,,
256,452,11/10/2025,,2
491,397,11/05/2024,,
54,208,19/11/2020,,0
64,385,28/10/2024,,0
447,220,17/07/2024,02/10/2024,2
165,218,18/04/2020,,2
103,452,30/09/2025,12/10/2025,1
329,189,11/05/2023,,2
209,394,09/07/2023,12/03/2024,2
111,177,16/08/2022,,1
13,58,20/12/2021,,2
5,285,06/10/2022,,1
12,358,18/12/2021,22/08/2025,2
247,193,20/07/2021,,2
475,284,04/04/2022,,2
495,42,18/02/2021,,2
16,39,06/11/2022,,2
278,219,23/01/2025,25/04/2025,1
134,16,09/05/2025,,0
456,264,14/10/2022,01/04/2025,2
308,29,30/01/2024,,1
169,93,29/12/2021,24/04/2022,2
340,426,10/07/2022,,1
234,336,11/10/2020,,2
489,475,04/07/2022,,2
53,232,31/05/2025,,0
162,295,02/11/2023,,
12,148,20/01/2022,,1
362,32,05/07/2020,,1
33,238,18/11/2020,,
293,265,19/04/2024,,
490,335,28/05/2023,27/01/2024,1
154,102,18/06/2025,,2
89,83,25/10/2022,10/12/2022,2
246,20,13/05/2022,,2
355,67,25/12/2021,09/11/2022,0
51,417,21/03/2025,05/05/2025,1
294,350,14/11/2020,,2
289,338,28/06/2022,03/09/2024,0
220,489,04/08/2023,,0
295,430,17/05/2024,,2
366,153,22/03/2025,,2
294,401,16/05/2025,19/09/2025,2
47,317,17/03/2024,,0
396,245,24/11/2023,09/10/2024,1
440,194,20/05/2023,,
26,161,29/05/2020,31/12/2022,2
313,97,29/09/2024,,0
187,42,28/11/2020,,2
424,324,18/02/2023,,
290,338,26/10/2024,,0
455,452,22/12/2023,,2
315,336,08/04/2021,,1
358,139,14/08/2020,11/04/2024,1
189,368,19/02/2020,23/10/2023,
496,300,28/08/2024,,0
89,112,20/09/2024,09/09/2025,1
335,340,18/02/2022,28/03/2025,0
33,304,28/04/2022,,
439,470,06/04/2020,26/10/2022,
181,43,13/03/2022,,2
366,459,11/01/2025,,
141,318,22/02/2024,,
77,140,05/08/2024,06/10/2025,0
337,411,05/07/2022,,
62,53,24/05/2022,,2
262,476,29/10/2020,09/09/2023,1
164,1,30/10/2021,05/05/2023,1
64,181,26/02/2020,04/10/2024,0
426,2,28/06/2020,,1
93,71,04/02/2021,,2
306,116,15/02/2022,,1
164,470,15/05/2021,27/10/2022,1
261,493,25/04/2022,,1
292,365,06/04/2024,,1
145,395,17/03/2020,,
157,77,21/02/2024,19/04/2025,1
66,285,31/07/2024,,
495,466,03/08/2024,,0
279,202,08/06/2024,,
279,126,26/03/2024,,2
189,62,24/06/2025,07/08/2025,
402,216,23/07/2021,,1
456,481,04/05/2022,,0
492,248,29/02/2024,,1
316,337,26/08/2024,,2
281,453,25/02/2020,22/06/2025,1
194,459,06/08/2020,,
479,35,30/10/2021,,
310,255,07/10/2023,09/04/2024,2
28,344,05/02/2022,25/10/2024,
159,182,22/09/2025,,0
307,338,07/06/2020,,2
474,135,23/09/2020,,2
244,77,25/03/2021,,
5,59,10/01/2025,,1
103,474,02/04/2022,,0
201,79,29/04/2021,,1
496,7,28/01/2020,12/07/2025,2
176,419,10/01/2024,,0
51,23,15/07/2021,,0
180,80,02/11/2024,,2
88,272,28/11/2021,,2
382,144,31/03/2022,07/01/2023,1
328,126,24/06/2024,,2
454,353,15/10/2020,,0
380,244,05/06/2023,07/11/2023,1
395,492,17/01/2025,20/02/2025,0
415,8,11/12/2023,,
16,183,26/10/2023,,0
487,259,01/02/2023,13/04/2024,0
242,187,05/03/2021,,
441,137,01/11/2024,,0
192,126,14/05/2025,07/08/2025,
61,499,18/09/2024,,0
311,463,25/02/2023,16/12/2023,1
52,166,10/09/2025,,
449,394,06/01/2021,14/11/2022,2
412,291,10/10/2024,19/04/2025,1
283,160,18/11/2024,,1
167,73,28/01/2022,,2
231,161,17/02/2020,27/06/2023,0
289,57,09/10/2022,,1
105,221,19/01/2025,,1
402,291,13/07/2024,,2
284,211,26/08/2022,,0
402,421,25/08/2023,,1
491,222,26/12/2023,08/06/2024,1
152,38,19/03/2020,,2
496,468,24/04/2023,27/01/2025,
492,494,09/11/2024,,0
238,240,18/01/2025,,1
378,285,19/01/2025,,2
150,352,13/05/2025,,0
422,75,20/01/2021,,0
231,33,04/07/2021,,0
137,5,25/10/2022,,0
349,8,21/02/2020,,0
408,450,27/10/2022,,2
375,31,24/05/2020,,
11,128,28/06/2021,14/01/2024,0
201,133,27/05/2023,,
353,310,02/08/2024,,2
227,461,16/03/2024,,1
89,53,05/11/2020,,2
429,21,11/07/2024,,
130,361,21/04/2021,,2
45,284,21/01/2025,,0
21,400,25/03/2023,,1
407,425,25/07/2023,05/07/2024,0
130,219,17/06/2021,,1
139,75,10/08/2021,,2
482,411,01/05/2020,,
408,65,29/03/2022,,1
437,482,23/05/2024,,2
489,94,14/05/2023,,2
95,277,09/04/2023,,1
74,82,09/03/2023,,2
353,322,23/06/2025,,0
240,356,05/06/2022,23/06/2023,2
63,104,18/04/2024,,2
438,243,06/01/2025,,
136,475,19/06/2022,23/02/2025,1
104,394,25/12/2022,01/10/2024,1
65,349,04/12/2020,,0
80,423,26/12/2024,18/02/2025,2
395,326,29/05/2021,,
416,132,01/01/2022,,1
292,80,05/10/2023,,
257,173,28/10/2021,,1
90,283,10/08/2023,,1
223,177,21/07/2023,30/09/2023,2
439,429,21/09/2023,06/01/2025,2
44,280,11/01/2020,,1
315,414,01/04/2021,,1
113,144,30/04/2020,,0
238,19,28/08/2020,22/01/2022,0
294,230,06/09/2022,,
340,44,26/02/2020,27/12/2020,1
407,177,25/01/2024,23/04/2024,1
168,352,11/05/2025,,0
333,56,26/10/2024,,2
326,154,18/12/2023,,1
147,451,15/02/2025,,1
449,319,11/11/2022,27/07/2024,1
7,69,19/08/2022,,2
174,494,18/05/2021,23/12/2022,0
54,468,03/05/2020,,1
73,263,01/04/2021,,0
354,46,11/06/2022,,0
415,76,11/06/2022,03/05/2023,0
46,314,10/04/2020,,0
336,168,11/06/2022,,2
282,87,27/04/2024,17/09/2025,2
399,187,16/10/2021,23/06/2025,1
489,197,25/04/2020,,
95,491,15/09/2024,06/04/2025,1
170,99,16/06/2022,,0
5,425,02/03/2024,11/06/2025,
202,375,26/09/2021,,2
288,337,29/09/2022,,2
320,178,11/04/2023,,0
292,125,17/07/2021,,1
249,297,14/03/2020,,2
461,134,11/12/2023,,2
365,91,31/03/2025,,2
325,331,16/02/2020,,0
154,482,17/01/2021,,1
246,233,13/07/2022,31/10/2024,2
381,332,04/04/2020,,0
185,478,27/11/2022,,1
393,249,30/04/2021,20/04/2023,2
61,82,17/06/2025,07/09/2025,1
479,133,31/08/2022,,0
135,22,08/04/2021,,1
408,73,13/02/2022,,0
359,427,09/10/2020,01/08/2021,
468,359,26/01/2022,26/08/2023,1
426,66,16/12/2021,18/12/2024,0
51,271,11/11/2021,27/04/2024,2
313,369,27/01/2025,,
228,342,02/12/2021,30/10/2022,
158,159,12/05/2020,01/09/2024,2
355,257,03/06/2020,02/10/2022,2
92,472,15/12/2020,,1
26,192,19/08/2021,,2
436,215,02/03/2021,,2
2,126,26/07/2023,,1
342,181,26/01/2020,,1
215,50,15/05/2023,,0
379,352,09/05/2025,,1
187,368,22/01/2022,,0
209,192,01/02/2021,,0
401,392,03/07/2021,,
171,193,07/04/2024,13/05/2025,2
151,400,22/08/2021,,2
498,187,29/06/2020,,1
371,221,13/02/2023,,0
131,37,11/06/2025,,2
268,132,29/10/2024,,0
142,280,15/05/2021,02/02/2022,
341,485,11/09/2021,,0
395,35,09/11/2023,,0
423,323,23/10/2021,,2
33,25,17/04/2025,,1
270,340,18/06/2023,,1
430,345,14/10/2023,,
288,225,25/06/2025,,1
381,74,28/07/2023,24/06/2025,1
30,181,15/08/2023,,2
138,334,16/01/2020,03/07/2025,0
428,475,13/05/2020,21/01/2021,2
82,362,22/10/2022,,1
371,40,21/10/2023,,0
461,285,20/04/2020,08/08/2022,1
171,162,06/02/2025,,2
428,295,22/02/2022,20/05/2022,2
72,274,06/08/2025,,2
298,424,23/08/2022,,1
378,465,24/10/2021,,
473,396,15/05/2024,21/06/2025,2
361,280,01/07/2021,,0
42,469,07/02/2023,,2
21,26,16/05/2021,,1
7,372,01/03/2020,,1
81,486,04/05/2023,,1
26,381,01/04/2021,,1
482,500,26/07/2020,,
474,158,23/10/2022,,0
62,99,07/03/2020,,0
286,146,28/05/2022,,2
116,166,31/05/2021,,1
204,335,01/07/2024,,0
195,236,17/11/2021,,0
458,347,05/02/2020,,2
299,462,13/05/2024,01/07/2024,0
443,60,18/01/2021,,1
99,486,26/01/2024,,0
484,258,11/01/2022,,
432,360,30/03/2020,,0
23,388,09/05/2021,22/04/2024,0
67,320,21/05/2023,,
462,141,13/08/2021,,2
491,42,30/09/2024,09/07/2025,0
136,314,24/11/2020,,1
268,354,26/08/2020,25/12/2024,
467,360,16/08/2021,14/08/2025,2
84,277,25/07/2020,20/02/2023,1
30,197,12/07/2020,,
381,368,08/04/2021,29/08/2023,1
155,410,05/09/2020,16/11/2024,1
412,495,05/10/2022,,2
131,91,21/06/2020,,0
202,196,28/01/2023,13/04/2025,2
115,42,08/09/2022,,
247,453,26/04/2024,13/08/2024,2
439,440,20/03/2022,,2
262,274,07/03/2023,,1
174,360,28/11/2024,02/08/2025,0
235,74,06/06/2023,,
487,330,17/10/2022,,2
308,248,18/01/2022,,0
30,300,26/09/2020,,0
113,361,24/11/2024,,1
148,241,26/12/2022,,2
311,319,21/06/2020,18/07/2021,
437,91,25/10/2023,01/11/2024,0
147,286,19/07/2022,,0
84,280,30/01/2022,,2
81,259,26/08/2021,,0
40,113,18/10/2024,26/11/2024,0
440,363,08/09/2024,27/09/2025,2
116,416,30/01/2023,,
105,100,24/09/2021,08/08/2023,1
405,161,10/02/2020,05/05/2021,2
162,232,09/07/2021,,1
246,382,01/08/2023,,0
120,464,25/03/2021,,
496,50,16/06/2020,,1
110,312,17/09/2024,,2
58,379,11/06/2021,,1
492,52,05/06/2021,03/09/2024,
264,451,10/11/2023,23/07/2025,1
288,154,13/07/2021,,1
73,160,04/07/2024,,2
16,95,22/05/2022,,2
267,380,19/04/2020,21/07/2022,2
355,64,28/06/2021,,1
411,105,19/01/2021,,0
275,324,16/02/2020,,0
66,209,11/08/2021,,
142,480,14/03/2024,,1
338,463,21/10/2020,06/04/2025,1
259,283,03/09/2025,,0
114,335,01/02/2022,03/10/2024,
362,445,12/10/2025,16/10/2025,2
448,490,06/11/2020,,0
224,186,20/01/2021,,
395,62,27/03/2024,,2
24,260,24/05/2025,,2
7,44,19/06/2024,,1
187,326,12/06/2023,09/12/2023,
339,171,25/05/2025,,
409,15,28/10/2024,,2
4,308,11/10/2022,,
271,349,03/11/2021,,1
145,316,08/07/2022,,
142,389,14/07/2023,,2
48,3,11/09/2023,,2
21,389,10/09/2021,,
185,192,14/02/2022,,0
324,370,15/12/2021,,1
342,109,18/09/2021,,
451,146,25/09/2022,15/09/2023,2
12,316,25/02/2025,25/09/2025,0
79,66,11/05/2022,,1
439,199,19/10/2021,,1
418,39,26/09/2025,,
250,196,13/01/2022,,1
304,465,30/08/2020,07/07/2025,0
114,206,09/06/2022,,2
191,95,01/07/2024,,2
211,274,02/05/2024,,
201,451,17/02/2020,,1
150,339,10/08/2023,,2
240,353,19/09/2024,,2
218,370,03/05/2025,,
395,229,16/06/2021,,2
109,209,21/02/2020,,2
341,61,15/12/2023,,
145,38,04/03/2024,,0
310,80,25/12/2024,04/09/2025,
421,463,04/02/2021,,0
117,69,14/10/2023,,0
333,437,24/06/2024,,2
195,373,27/04/2021,29/04/2021,2
376,305,14/07/2024,,1
493,120,05/10/2020,,1
364,380,29/07/2023,,1
408,265,13/03/2020,,2
112,164,21/06/2025,24/08/2025,1
168,472,28/10/2022,,0
69,159,07/01/2025,,
223,448,14/11/2020,18/01/2023,1
162,401,16/07/2023,,0
466,178,17/03/2022,,0
407,183,10/11/2021,,
5,152,08/08/2024,,
85,291,03/02/2024,,2
172,498,02/07/2021,,1
9,219,14/10/2021,17/02/2022,0
170,87,26/10/2020,,2
403,336,10/03/2023,,0
404,139,04/05/2023,,
239,342,29/07/2025,,
413,98,11/12/2021,07/10/2024,0
307,286,29/11/2023,22/06/2025,0
62,110,17/06/2023,16/04/2024,
483,411,21/09/2021,,2
111,318,04/08/2025,,1
262,460,21/09/2024,24/04/2025,1
271,24,15/08/2023,,2
307,373,18/02/2020,,0
299,472,19/07/2020,,2
2,329,28/09/2024,10/09/2025,0
8,57,02/12/2021,,
475,496,25/03/2023,,1
147,335,18/04/2025,,1
149,363,10/10/2023,,
18,132,27/06/2022,,2
43,15,03/08/2022,,1
217,365,18/05/2025,02/07/2025,0
119,302,30/04/2024,,2
418,206,06/04/2024,,2
29,493,31/05/2025,,
48,350,01/04/2025,06/10/2025,
185,278,13/10/2021,13/03/2023,1
82,421,02/08/2025,21/08/2025,1
341,392,16/04/2024,,2
489,408,03/03/2024,23/12/2024,
103,318,07/08/2022,,2
223,488,23/07/2021,,0
143,168,10/05/2022,,
328,303,14/11/2022,,
350,330,02/12/2021,22/08/2022,2
107,319,29/01/2025,31/07/2025,1
144,158,19/01/2020,,0
171,360,17/04/2023,,0
473,472,13/05/2022,,0
329,365,03/08/2025,20/09/2025,
89,345,26/07/2021,,
460,185,03/08/2024,01/10/2024,2
230,345,01/09/2024,,
215,427,13/08/2020,02/06/2024,1
493,14,22/04/2021,,1
290,298,29/04/2021,,2
95,68,05/04/2023,,2
28,59,05/08/2024,,2
325,91,03/04/2025,,0
384,191,16/12/2021,,1
250,371,13/01/2022,,2
338,500,26/12/2020,21/07/2025,2
372,484,23/12/2020,26/11/2022,1
268,68,16/04/2024,15/06/2025,1
215,31,31/05/2022,,2
402,394,08/01/2021,,1
144,196,31/08/2024,,
396,391,13/05/2025,,2
378,276,08/10/2023,,0
105,304,04/04/2022,24/05/2023,
217,249,30/06/2025,,2
428,393,13/07/2025,,
72,349,19/12/2020,12/01/2021,
29,432,12/02/2022,,
340,383,01/02/2025,11/10/2025,
493,444,11/11/2022,,2
108,292,25/05/2025,,1
492,419,24/08/2021,,2
165,23,31/05/2025,,1
381,272,25/01/2021,,2
49,98,15/08/2022,,2
29,146,18/05/2020,,2
223,388,22/09/2023,,1
409,121,10/09/2020,,1
392,494,25/07/2022,28/07/2023,1
429,315,25/10/2022,,0
449,175,21/08/2024,01/06/2025,
143,37,22/02/2022,11/05/2025,1
349,442,29/10/2022,,1
398,361,14/09/2022,,2
205,476,23/02/2022,,2
317,414,18/05/2022,,0
408,249,04/08/2025,13/10/2025,1
